Protein.Group,Protein.Names,Genes,First.Protein.Description,PD2_F1,PD2_F2,PD3_F1,PD3_F2,PD5_F1,PD5_F2,PD13_F1,PD13_F2,PD14_F1,PD14_F2,PD1_F1,PD1_F2,PD7_F1,PD7_F2,PD9_F1,PD9_F2,PD10_F1,PD10_F2,PD12_F1,PD12_F2,CON4_F1,CON4_F2,CON5_F1,CON5_F2,CON6_F1,CON6_F2,CON7_F1,CON7_F2,CON8_F1,CON8_F2,CON10_F1,CON10_F2,CON12_F1,CON12_F2,CON13_F1,CON13_F2,CON14_F1,CON14_F2,CON15_F1,CON15_F2
Q9NS61,KCIP2_HUMAN,KCNIP2,Kv channel-interacting protein 2,NA,1726370,NA,NA,NA,NA,NA,NA,NA,1229350,NA,NA,1674200,6156150,NA,3444060,1559530,5104880,NA,916889,NA,NA,NA,2041260,751502,5961270,863092,4468020,1287640,NA,1146720,2008450,1426690,6799860,1061040,2679580,1691170,4330240,994784,6160370
Q9NS69,TOM22_HUMAN,TOMM22,Mitochondrial import receptor subunit TOM22 homolog,NA,152201,NA,99734.4,NA,200127,NA,91092.2,NA,170976,NA,201488,NA,305423,NA,153032,NA,161872,NA,206346,NA,169360,NA,37382.6,NA,174214,102522,213186,NA,314284,NA,NA,NA,272919,NA,60731,NA,110859,NA,433125
Q9NS82,AAA1_HUMAN,SLC7A10,Asc-type amino acid transporter 1,NA,3202720,NA,3465480,134619,4472660,NA,1567850,216068,3670650,NA,2967680,NA,5476340,NA,3680360,NA,3508880,NA,2231650,NA,2840570,NA,1142760,NA,3998620,NA,4015780,NA,NA,NA,1636940,73973.1,4829860,NA,1526870,NA,3202930,253840,5571950
Q9NS85,CAH10_HUMAN,CA10,Carbonic anhydrase-related protein 10,NA,77462,NA,61546.1,NA,NA,37118.4,NA,15463.8,NA,NA,NA,NA,73094.4,NA,NA,NA,16997.9,NA,NA,NA,92394.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23490.4,28405.4,33807.6,NA,NA,NA,NA
Q9NS86,LANC2_HUMAN,LANCL2,LanC-like protein 2,10246300,40215300,11921600,39974100,13262800,20296400,12026900,28039600,15764900,32226000,10692600,26987300,17566700,56710900,14315800,33398000,13127800,33705000,10354100,34514500,15018700,43061700,15250700,43814800,16461500,43833600,13633100,31212000,13294100,22415900,20417100,47768900,13267000,58965100,15815700,44683800,14991000,38613700,10766300,32524400
Q9NSB2;cRAP-Q9NSB2,KRT84_HUMAN;cRAP-KRT84_HUMAN,KRT84;cRAP-KRT84,"Keratin, type II cuticular Hb4",1056270,428359,2454020,1199290,1114900,968964,1718570,622802,1566710,NA,1381270,1269850,NA,NA,1000560,NA,NA,NA,1783040,1089000,776385,NA,NA,728891,NA,NA,1665020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NSB8,HOME2_HUMAN,HOMER2,Homer protein homolog 2,507402,489621,1523010,1310090,544446,690494,597868,608720,1157680,722876,480643,380800,330182,292049,195727,NA,305389,266763,678943,917469,765201,768355,308059,NA,232423,264708,240413,NA,233576,NA,NA,NA,242508,316076,313319,224776,98533.5,NA,250075,216730
Q9NSD9,SYFB_HUMAN,FARSB,Phenylalanine--tRNA ligase beta subunit,20186100,29018200,25566800,25619400,40546800,43706200,19535400,24192000,24318200,25689800,31721400,27376600,14438300,16486500,24823100,23017400,28778900,30371400,16806400,22563700,14206500,16596000,21494000,15623900,31078700,23924800,35903400,22914400,36927000,17363600,24178800,15753800,22153700,24224800,9577890,10423000,22674900,17235900,45026000,22585500
Q9NSE4,SYIM_HUMAN,IARS2,"Isoleucine--tRNA ligase, mitochondrial",1206410,7688120,NA,8733350,12639500,62535200,2322460,6177930,6842200,35890700,8620000,43807100,1636190,7336430,10375800,54086300,NA,7739990,3510070,24363400,3058340,16088200,NA,NA,3604900,31519600,8709170,60509800,14954300,37890500,NA,3966430,NA,7083810,NA,NA,NA,4762720,26220300,72545800
Q9NSK0,KLC4_HUMAN,KLC4,Kinesin light chain 4,15541.1,37449,46210.4,65477.7,81874.2,98534.9,44717.4,82786.5,82279.6,103563,104519,122545,NA,46528.4,100878,128083,NA,53761.1,66663.4,136498,36978.5,97847.6,26107.7,63239.9,32591.6,63611,111669,106033,128914,NA,54574.1,71699.1,NA,54068.3,NA,NA,28204.7,40564.2,147145,137966
Q9NSK7,CS012_HUMAN,C19orf12,Protein C19orf12,2297930,2969740,2441400,3133320,2378740,2093130,1974800,2066310,2398970,2356190,2675200,2327770,2072090,2213560,3162360,2589560,2493540,2199540,1717600,1903040,2140940,2732490,3220480,1930010,2819200,3210550,2575250,1866760,3575240,3130850,2427920,1632810,1804910,2434180,1544690,1612300,2184490,2706040,1939920,1138060
Q9NSU2,TREX1_HUMAN,TREX1,Three-prime repair exonuclease 1,NA,164444,85737.4,235010,94609,125815,NA,200193,NA,107733,NA,NA,NA,149598,NA,NA,32430.6,220074,NA,274722,NA,NA,41123.7,NA,NA,259673,60246.5,NA,NA,NA,NA,NA,NA,NA,NA,409349,NA,NA,NA,NA
Q9NSY0,NRBP2_HUMAN,NRBP2,Nuclear receptor-binding protein 2,NA,812896,686337,903168,983394,1266810,846872,946105,775672,1300190,963544,1615910,NA,1182480,720771,1402550,556842,951325,1247400,2026820,507182,1569520,259472,618419,NA,1087420,1918180,2430290,1600650,1157940,NA,NA,NA,854060,NA,NA,486578,1062880,4360640,3173180
Q9NSY1,BMP2K_HUMAN,BMP2K,BMP-2-inducible protein kinase,11108,NA,26382.6,28595.5,16173.4,NA,NA,NA,13498.3,NA,NA,11372.5,NA,NA,10468,NA,12103.9,18800.7,11659.4,NA,18867.2,NA,NA,NA,11160.5,12117,12273.8,14124.9,NA,NA,NA,NA,19705.4,NA,NA,NA,16458.2,NA,10029.3,13297.4
Q9NSY2,STAR5_HUMAN,STARD5,StAR-related lipid transfer protein 5,99693.4,42416.5,181243,195482,173330,171152,74584.2,58289.3,60906.9,76129.6,70724.6,71564.6,132444,55106.4,177254,159799,205487,158607,121287,112949,93604.6,54970,188296,88949.2,118223,105407,1106000,137974,314127,NA,NA,NA,74643,NA,NA,NA,107741,125397,237348,NA
Q9NT62,ATG3_HUMAN,ATG3,Ubiquitin-like-conjugating enzyme ATG3,1545600,4721640,3923020,4376160,8448890,10269400,3424190,5369320,7353410,8111930,8259630,10632700,1009230,5197660,5950560,9622890,2287190,6490350,8488080,9270700,3922710,8484870,2111740,2844200,1273210,6618320,7230540,9869200,6322500,3961710,NA,3128930,1064790,5804610,NA,2028200,2204720,7432230,30724200,28424000
Q9NT68,TEN2_HUMAN,TENM2,Teneurin-2,NA,NA,NA,NA,NA,NA,20602.7,42246.1,NA,48763.7,NA,23701.1,14814.2,47278.2,NA,NA,17557.4,NA,NA,19404.8,20378,61320.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24693.5,NA,14596.2,28763.3,62386.2,NA,19570.8
Q9NT99,LRC4B_HUMAN,LRRC4B,Leucine-rich repeat-containing protein 4B,2417700,4512640,3205400,4236190,4408990,5128340,2930440,4871220,3718760,3689250,3503480,3593710,3191980,4661900,2293000,2762320,2508380,3827260,3828000,4848080,3897830,4727240,2950530,4101980,1554000,3271300,1375890,3892820,1896140,NA,2201290,5687880,1731330,4895360,2084530,4045300,1952650,3833640,1628970,3398340
Q9NTG7,SIR3_HUMAN,SIRT3,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",1018090,4745360,2885120,12424500,2866360,10452700,1579170,6617540,2079290,8683120,2928710,10649500,1271160,4133200,1117550,4651040,3490070,11855500,2146040,5910320,1147500,4250120,2341040,6869520,1539240,8839220,2488170,12588000,2590810,NA,NA,5590020,NA,5663960,NA,2533400,2503340,9794460,8298740,20941900
Q9NTI2,AT8A2_HUMAN,ATP8A2,Phospholipid-transporting ATPase IB,NA,2214670,NA,1629260,NA,2409300,NA,2007210,NA,2722080,NA,3111680,NA,4162550,NA,2582600,NA,2958500,NA,1728650,NA,4510580,NA,1141800,NA,3145240,NA,3188590,NA,NA,NA,1407730,NA,3528610,NA,1529560,NA,1855540,NA,3463240
Q9NTI5,PDS5B_HUMAN,PDS5B,Sister chromatid cohesion protein PDS5 homolog B,764832,3201650,945910,3756150,1025520,1676780,770245,5014540,941177,4568300,1152000,3259680,1085020,2433940,853197,7352850,838976,1746820,1230220,4420570,886250,2999980,950715,4802310,603120,2076800,672746,3875880,866155,1942270,1145200,5829460,769256,1564980,1243410,2302570,726272,2541440,767221,2798360
Q9NTJ4,MA2C1_HUMAN,MAN2C1,Alpha-mannosidase 2C1,5532860,4062880,5814740,4764780,6055500,3382680,5481910,4460570,6141840,3579480,5433530,3481990,6986660,6277340,5308620,3456540,6461180,3747630,5585470,4011560,6888840,4911990,7027640,5357970,5211040,3441390,3491120,2373820,5532290,3264330,4247900,4412080,6204640,5332400,7001100,5877950,6161240,4201770,4576530,2909960
Q9NTJ5,SAC1_HUMAN,SACM1L,Phosphatidylinositol-3-phosphatase SAC1,NA,903075,420395,1262740,537272,3223070,350319,1663030,503600,2596310,714368,3684800,NA,945682,598375,2577760,501653,2353170,394037,2503560,296029,1608490,NA,524826,362808,2271150,894475,3294290,750383,1341060,NA,715598,NA,767397,NA,NA,NA,967930,2154730,8269500
Q9NTK5,OLA1_HUMAN,OLA1,Obg-like ATPase 1,38905200,37958800,75593800,70074100,80000400,54516400,70161600,65351800,69173500,50825700,89714200,65683000,35539700,32241100,78624700,65413200,96901900,81130400,81825900,60573900,82005700,66126200,98084500,116919000,81459800,62910600,89834900,58757200,91341100,59178600,93063900,84983800,45439000,51119800,32472800,31137000,79276400,71730300,89569800,65709100
Q9NTM9,CUTC_HUMAN,CUTC,Copper homeostasis protein cutC homolog,268420,283743,399569,401203,413727,219808,234128,269429,305438,178366,393915,425910,657488,161142,286672,151893,315296,NA,188695,534582,235873,NA,719494,560926,364818,823346,436341,NA,300368,NA,486602,760842,143871,473117,829729,499381,495930,NA,342471,163208
Q9NTU7,CBLN4_HUMAN,CBLN4,Cerebellin-4,NA,213200,65221.6,258164,127245,201536,47618.8,142739,98533.9,177906,195649,272427,82665.3,203679,NA,116493,51251,164703,NA,93622.1,187450,329550,74274.5,155308,67251.1,152002,NA,140216,78086.6,NA,55229,NA,63192.6,199203,90481.3,66826.3,60246.5,172117,NA,NA
Q9NTX5,ECHD1_HUMAN,ECHDC1,Ethylmalonyl-CoA decarboxylase,41406300,54657800,51143100,67285800,59462600,60610400,36851900,48545400,55538800,52340700,46606500,46717400,30866400,74858100,45708200,59292900,14027500,36249200,40166300,44107900,42091500,47985600,58453100,68139100,30764900,55316800,29297700,66023000,45305300,50728000,69976000,57786200,24238100,87690500,33240000,73722100,37865100,72397400,26122800,35611300
Q9NTX7,RN146_HUMAN,RNF146,E3 ubiquitin-protein ligase RNF146,22862.7,15480.4,NA,16672.5,17051.4,26788.5,17014.9,NA,NA,23574.9,19338.2,19292.2,NA,9759.04,20612.9,29601.7,11125.5,14782.4,19277.5,11526.5,NA,11915.2,18310.1,16407.5,18647,18248.8,49074.5,38168.4,39271.8,NA,13692.8,17752.7,NA,NA,24342.6,NA,NA,NA,53991,26438
Q9NTZ6,RBM12_HUMAN,RBM12,RNA-binding protein 12,1838740,1140800,2471990,1735620,2485930,1564420,2173740,1693680,2622080,1498670,2558960,1463620,2034840,1766490,2188770,1890560,3190200,2160110,2691160,1869750,2267100,2153520,3444060,2364520,2455930,1923480,2621590,1935600,2551630,NA,3177260,1663760,2569140,1552740,2428420,1444950,2069300,1713170,2187140,1576700
Q9NU19,TB22B_HUMAN,TBC1D22B,TBC1 domain family member 22B,NA,NA,NA,NA,37901.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39299.6,NA,NA,NA,45558.9,NA,71825,46296,49121.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,104182,80892
Q9NU23,LYRM2_HUMAN,LYRM2,LYR motif-containing protein 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,532452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447968,NA,1586310,NA,NA,120097,358474,NA,NA,NA,606099,NA,137940
Q9NUB1,ACS2L_HUMAN,ACSS1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",7599030,7287920,10679900,12103800,11885000,13343600,8401610,8238400,10164800,12596100,8732260,9742180,8058530,6378060,12549900,11930300,8116410,5439260,7948400,10526900,9938160,9460210,9251860,7386470,7018770,7579640,9718360,13259400,14945900,7611320,10379400,7418490,6289780,6132460,5997210,5719950,8162200,7839570,16432300,11211100
Q9NUD5,ZCHC3_HUMAN,ZCCHC3,Zinc finger CCHC domain-containing protein 3,37197.9,73946.8,34338.4,116842,44301.9,179071,NA,168815,55779.6,167793,127192,344356,NA,NA,NA,NA,NA,106837,NA,107408,NA,96213.8,NA,75377.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91895.3,NA
Q9NUG6,PDRG1_HUMAN,PDRG1,p53 and DNA damage-regulated protein 1,NA,NA,NA,NA,3994830,NA,NA,NA,NA,3500660,4643350,7387840,NA,NA,4639620,NA,NA,NA,NA,4327680,NA,NA,NA,5328980,NA,NA,7605610,6756480,NA,NA,NA,5662050,NA,NA,NA,NA,NA,NA,NA,NA
Q9NUI1,DECR2_HUMAN,DECR2,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",NA,1159770,NA,1002310,NA,1382550,NA,1234700,NA,1365100,223137,1121030,NA,1146920,NA,1846230,NA,2324160,NA,870896,NA,1965280,193930,1010340,NA,2704630,335412,3297250,NA,2243150,NA,1489790,NA,1847660,NA,1147340,NA,1032660,NA,4409130
Q9NUJ1,ABHDA_HUMAN,ABHD10,"Palmitoyl-protein thioesterase ABHD10, mitochondrial",41573900,152593000,53580500,151652000,30701300,98270300,38757900,99805900,44986200,118791000,34670000,95663200,88762700,260281000,37459500,117372000,61276200,157732000,40282600,93445400,37340000,91702600,54233600,123897000,54904500,265981000,31226700,193209000,53283900,111979000,41657900,185062000,90401200,308366000,86207700,230668000,60129000,202306000,66335400,105313000
Q9NUJ3,T11L1_HUMAN,TCP11L1,T-complex protein 11-like protein 1,NA,131777,NA,NA,55146.9,225070,NA,NA,NA,148284,113560,226553,NA,178781,NA,165621,NA,229630,NA,135367,NA,144167,NA,129594,103950,197837,130577,259899,117559,NA,NA,NA,NA,202063,NA,NA,NA,189342,109768,506937
Q9NUL3,STAU2_HUMAN,STAU2,Double-stranded RNA-binding protein Staufen homolog 2,NA,184668,NA,363632,NA,277252,NA,228685,74076.9,160199,NA,106151,NA,104095,NA,121292,37595.7,269442,NA,92728.1,65108.2,181357,NA,126087,NA,160916,NA,278188,61881.9,NA,NA,139841,NA,NA,NA,70372.2,NA,261239,65378,253832
Q9NUL5,SHFL_HUMAN,SHFL,Shiftless antiviral inhibitor of ribosomal frameshifting protein,542797,2196700,1061800,2334700,1487740,1826680,1182560,2195060,1101460,2075300,1366610,2219400,783960,1575720,774184,3067290,1297940,2322680,1088180,1765860,907406,1714580,933872,2027060,887466,1458560,1489920,2415000,1002790,NA,1071420,NA,NA,1177160,NA,1542570,NA,NA,1939090,1309310
Q9NUM4,T106B_HUMAN,TMEM106B,Transmembrane protein 106B,928924,3116640,676952,2467390,999523,1688260,1193880,2133810,1336540,2199280,1138440,3061690,1070170,3721850,1105970,3363350,1027900,1908460,NA,1926470,NA,2123730,659391,539384,1482140,3303400,NA,2031100,NA,NA,965855,1970340,1238920,4310550,1422200,2432710,1317920,2786480,NA,2380590
Q9NUN5,LMBD1_HUMAN,LMBRD1,Lysosomal cobalamin transport escort protein LMBD1,NA,806164,NA,1268320,NA,2510330,NA,1880570,NA,2825640,NA,1695790,NA,3355930,NA,1664720,NA,2028200,NA,976350,NA,1679880,NA,1494100,NA,3336440,NA,2098750,NA,NA,NA,1645170,NA,4574120,NA,1075710,NA,2405390,NA,NA
Q9NUP9,LIN7C_HUMAN,LIN7C,Protein lin-7 homolog C,5103340,12950300,14243700,14087700,16187400,16822600,9560530,11011100,12882000,12835100,13430600,14707200,6691160,11478700,9366640,12619600,11653000,13687100,14335100,15341400,9366100,12947100,8621400,11224300,7614300,13625000,9216670,17367000,11911300,9022400,8480820,10853900,6705340,10973300,6119780,7819180,9929320,12719700,21443000,20349500
Q9NUQ2,PLCE_HUMAN,AGPAT5,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,NA,979510,NA,919008,NA,1376690,NA,849520,NA,1857850,NA,1583850,NA,762410,NA,925452,NA,2227650,NA,1126110,NA,1262740,NA,NA,NA,1106900,NA,1613920,NA,NA,NA,NA,NA,1874570,NA,NA,NA,715711,NA,2280930
Q9NUQ3,TXLNG_HUMAN,TXLNG,Gamma-taxilin,62109.7,68477.1,53498.3,64990.2,57639.7,NA,51670.6,77769.6,65035.8,85937.8,68705.3,70253.5,67381.1,161338,43298.1,NA,NA,134277,NA,149010,NA,NA,39464.5,NA,54973.5,89671.1,61625,72883.9,59311.2,NA,105145,109259,NA,118923,61518,155470,53928,127171,63213.8,80218.7
Q9NUQ6,SPS2L_HUMAN,SPATS2L,SPATS2-like protein,39339.6,NA,NA,108917,NA,127458,58321,122595,52585.2,155209,45606.3,NA,NA,134534,NA,85144.2,NA,NA,NA,122036,60171.6,128621,NA,144450,NA,NA,NA,172057,59504.8,NA,NA,126045,NA,77943.2,NA,128973,NA,NA,NA,69593.6
Q9NUQ7,UFSP2_HUMAN,UFSP2,Ufm1-specific protease 2,NA,995581,NA,2255150,941735,5520890,NA,2469430,NA,3515260,1514320,5679280,NA,NA,NA,4296420,NA,3284950,955738,5497840,NA,2421440,NA,1168630,NA,1428930,1105300,3598670,NA,NA,NA,NA,NA,1654390,NA,NA,NA,1188220,1349360,9641940
Q9NUQ8,ABCF3_HUMAN,ABCF3,ATP-binding cassette sub-family F member 3,NA,32915.3,NA,NA,NA,92763.1,NA,70440.1,NA,115653,47597.1,167548,NA,72521,NA,46794.9,NA,118609,NA,NA,NA,NA,NA,38888.2,NA,46350.9,209688,NA,NA,NA,NA,NA,NA,114703,NA,NA,NA,NA,114202,297458
Q9NUQ9,CYRIB_HUMAN,CYRIB,CYFIP-related Rac1 interactor B,152692000,123536000,140909000,113522000,111862000,81335800,128950000,95964600,135275000,82374600,128817000,78943300,284507000,176502000,178457000,123051000,194872000,120239000,132736000,87426100,166230000,95665100,268800000,134710000,194762000,110400000,139968000,114033000,199130000,116434000,251439000,153234000,222059000,168500000,248581000,176622000,224238000,149695000,137500000,94721600
Q9NUT2,MITOS_HUMAN,ABCB8,Mitochondrial potassium channel ATP-binding subunit,NA,414831,NA,241324,NA,297574,NA,210025,NA,317081,104755,316468,NA,481479,NA,201384,NA,313063,NA,162471,NA,493929,NA,122716,NA,331947,NA,396550,NA,274449,NA,NA,NA,450758,NA,NA,NA,224953,NA,357696
Q9NUU6,OTULL_HUMAN,OTULINL,Inactive ubiquitin thioesterase OTULINL,NA,NA,NA,NA,NA,NA,NA,NA,NA,37765.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9NUU7,DD19A_HUMAN,DDX19A,ATP-dependent RNA helicase DDX19A,141291,358694,544026,648865,481530,666678,875392,828788,692754,836741,695940,630692,169651,348940,467151,554124,504473,581543,811384,814587,475818,574157,900087,815988,250844,555710,1798340,1234820,1012800,641287,489060,249388,NA,450296,NA,395527,385906,558970,2145340,1608700
